StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q12,Q13,Q14,Q15 
2021-10-14 17:29:56,2021-10-14 17:31:41,IP Address,100,105,True,2021-10-14 17:31:42,R_1rGpHIKjRzFnCc7,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Asian,In state student,Undecided
2021-10-14 17:37:45,2021-10-14 17:40:43,IP Address,100,177,True,2021-10-14 17:40:43,R_3310HjRwzHPDIyw,anonymous,EN,I consent to participate in this survey.,Strongly agree,Strongly agree,No,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 17:51:41,2021-10-14 17:52:39,IP Address,100,57,True,2021-10-14 17:52:39,R_Tu4dSQx3uahN8gF,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Agree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Male,Asian,In state student,Democratic Party
2021-10-14 17:50:51,2021-10-14 17:53:42,IP Address,100,170,True,2021-10-14 17:53:42,R_3OfhE8wLUB0G0nh,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly disagree,No,Strongly disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Strongly disagree,Sophomore,Haas School of Business,Decline to state,Chicanx/Latinx,Out of state student,Green Party
2021-10-14 18:03:33,2021-10-14 18:04:26,IP Address,100,53,True,2021-10-14 18:04:26,R_1imIz2wEsA6rU7B,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Junior,College of Engineering,Female,Asian,In state student,Democratic Party
2021-10-14 18:03:56,2021-10-14 18:05:24,IP Address,100,87,True,2021-10-14 18:05:24,R_1LIFKDWuxMhseR7,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,Yes,Agree,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Strongly agree,Sophomore,College of Natural Resources,Female,Asian,In state student,Independent
2021-10-14 18:04:18,2021-10-14 18:05:46,IP Address,100,88,True,2021-10-14 18:05:46,R_3COdjY8AxQmGvKS,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Neither agree or disagree,Agree,Strongly agree,Agree,Neither agree or disagree,Junior,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,Asian,In state student,Undecided
2021-10-14 18:30:56,2021-10-14 18:32:05,IP Address,100,68,True,2021-10-14 18:32:05,R_3fTqMAQNmVUAcN6,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Neither agree or disagree,Strongly agree,Agree,Agree,Neither agree or disagree,Junior,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,Out of state student,Democratic Party
2021-10-14 19:16:29,2021-10-14 19:18:58,IP Address,100,149,True,2021-10-14 19:18:58,R_3NO4jDCYzUKcqdz,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Freshman,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 19:43:43,2021-10-14 19:45:52,IP Address,100,129,True,2021-10-14 19:45:53,R_3fJLYeZFb8k9i31,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Prefer not to state
2021-10-14 20:02:47,2021-10-14 20:04:24,IP Address,100,97,True,2021-10-14 20:04:24,R_Bs2uNxUsJhO4pRn,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Neither agree or disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,White,In state student,Democratic Party
2021-10-14 20:15:17,2021-10-14 20:17:05,IP Address,100,108,True,2021-10-14 20:17:06,R_3JeEiTSilXoC0uh,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Disagree,Disagree,Disagree,Agree,Neither agree or disagree,Agree,Sophomore,L&S Undeclared/Undecided on Major,Female,,In state student,Democratic Party
2021-10-14 20:39:14,2021-10-14 20:40:33,IP Address,100,78,True,2021-10-14 20:40:34,R_r8hnAwFpmjAtVzr,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,Out of state student,Democratic Party
2021-10-14 20:46:24,2021-10-14 20:47:31,IP Address,100,66,True,2021-10-14 20:47:32,R_1IdNFK9sgNk5Rf3,anonymous,EN,I consent to participate in this survey.,Disagree,Strongly agree,Yes,Neither agree or disagree,Neither agree or disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree,Sophomore,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Decline to state,Asian,In state student,Prefer not to state
2021-10-14 21:28:21,2021-10-14 21:28:59,IP Address,100,37,True,2021-10-14 21:28:59,R_vigOa42jTRUmQtH,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Male,White,,Libertarian Party
2021-10-14 20:23:29,2021-10-14 21:36:15,IP Address,100,4366,True,2021-10-14 21:36:16,R_1LU1uwvPm6YeNQC,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Independent
2021-10-14 22:23:32,2021-10-14 22:25:25,IP Address,100,112,True,2021-10-14 22:25:25,R_2bIgSMXPFb8WbA5,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sophomore,College of Engineering,Female,Decline to State,In state student,Democratic Party
2021-10-14 22:57:23,2021-10-14 23:00:53,IP Address,100,210,True,2021-10-14 23:00:54,R_1LBampz11BGySP7,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-14 23:25:13,2021-10-14 23:26:51,IP Address,100,98,True,2021-10-14 23:26:51,R_29bQlNCyFOcuMwc,anonymous,EN,I consent to participate in this survey.,Strongly agree,Agree,No,Agree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Disagree,Sophomore,College of Natural Resources,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 00:39:40,2021-10-15 00:41:55,IP Address,100,135,True,2021-10-15 00:41:56,R_2WCPRRaqIxmX3ZG,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Disagree,No,Disagree,Disagree,Disagree,Agree,Agree,Neither agree or disagree,Freshman,L&S Undeclared/Undecided on Major,Female,White,In state student,Democratic Party
2021-10-15 01:21:33,2021-10-15 01:23:33,IP Address,100,120,True,2021-10-15 01:23:34,R_O9i42Svczugha3n,anonymous,EN,I consent to participate in this survey.,Disagree,Agree,No,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 01:44:53,2021-10-15 01:46:19,IP Address,100,85,True,2021-10-15 01:46:19,R_2rlqlarGsoRHI9Y,anonymous,EN,I consent to participate in this survey.,Agree,Neither agree or disagree,No,Agree,Agree,Neither agree or disagree,Strongly agree,Neither agree or disagree,Neither agree or disagree,Sophomore,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Nonbinary,Asian,Out of state student,Democratic Party
2021-10-15 01:52:04,2021-10-15 01:54:21,IP Address,100,137,True,2021-10-15 01:54:22,R_ZaZvHsdMs5W4EAV,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Agree,No,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 01:54:52,2021-10-15 01:55:46,IP Address,100,54,True,2021-10-15 01:55:47,R_SMCC3IhlJwMg2FX,anonymous,EN,I consent to participate in this survey.,Agree,Disagree,No,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,Asian,In state student,Democratic Party
2021-10-15 02:52:08,2021-10-15 02:54:02,IP Address,100,113,True,2021-10-15 02:54:02,R_2RVOehOGDirAjpr,anonymous,EN,I consent to participate in this survey.,Agree,Agree,,Strongly agree,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Freshman,L&S Undeclared/Undecided on Major,Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 07:35:53,2021-10-15 07:37:42,IP Address,100,108,True,2021-10-15 07:37:43,R_TiQW47tlUHRrse5,anonymous,EN,I consent to participate in this survey.,Neither agree or disagree,Strongly disagree,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Freshman,College of Chemistry,Male,Chicanx/Latinx,In state student,Republican Party
2021-10-15 10:18:10,2021-10-15 10:19:40,IP Address,100,89,True,2021-10-15 10:19:40,R_2786v1NEvYMojOy,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Agree,Neither agree or disagree,Junior,College of Engineering,Female,Decline to State,In state student,Prefer not to state
2021-10-15 10:21:12,2021-10-15 10:23:32,IP Address,100,139,True,2021-10-15 10:23:32,R_WcvTFA4oBMFW8X7,anonymous,EN,I consent to participate in this survey.,Disagree,Disagree,No,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
2021-10-15 10:49:10,2021-10-15 10:50:35,IP Address,100,85,True,2021-10-15 10:50:36,R_3qJyWBIDsZlzBi2,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Neither agree or disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Junior,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Female,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 11:04:05,2021-10-15 11:05:54,IP Address,100,109,True,2021-10-15 11:05:55,R_3oZ9monTtCWn0LP,anonymous,EN,I consent to participate in this survey.,Agree,Strongly agree,No,Agree,Agree,Disagree,Agree,Disagree,Disagree,Sophomore,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 11:29:13,2021-10-15 11:31:29,IP Address,100,136,True,2021-10-15 11:31:30,R_UiHYqMZgNHrf5Kx,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Sophomore,L&S Undeclared/Undecided on Major,Male,Chicanx/Latinx,In state student,Democratic Party
2021-10-15 12:08:29,2021-10-15 12:09:52,IP Address,100,82,True,2021-10-15 12:09:52,R_2TAIZMEHu6Tl12u,anonymous,EN,I consent to participate in this survey.,Agree,Agree,No,Strongly agree,Neither agree or disagree,Strongly agree,Agree,Strongly agree,Disagree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,In state student,Democratic Party
2021-10-15 15:07:52,2021-10-15 15:09:33,IP Address,100,100,True,2021-10-15 15:09:33,R_2WTEizyITZBdN4Z,anonymous,EN,I consent to participate in this survey.,Agree,Agree,Yes,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Agree,Sophomore,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Female,Asian,In state student,Green Party
2021-10-15 16:14:13,2021-10-15 16:15:34,IP Address,100,80,True,2021-10-15 16:15:34,R_1dLZKMOAjhEtuVN,qr,EN,I do not consent to participate in this survey.,Neither agree or disagree,Neither agree or disagree,No,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,,,Female,Chicanx/Latinx,In state student,Prefer not to state
2021-10-15 16:14:07,2021-10-15 16:16:15,IP Address,100,127,True,2021-10-15 16:16:15,R_3G7gLRZGh4KecbN,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Disagree,Neither agree or disagree,Agree,Agree,Agree,Agree,Sophomore,College of Natural Resources,Nonbinary,Asian,Out of state student,Green Party
2021-10-15 16:14:50,2021-10-15 16:17:21,IP Address,100,151,True,2021-10-15 16:17:21,R_2WU7GJdzpKvUtXA,qr,EN,I consent to participate in this survey.,Agree,Agree,No,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Senior/5th year+,"L&S Social Sciences Division (e.g., African-American Studies, Anthropology, Cognitive Science, Demography, Economics, Ethnic Studies, Global Studies, Gender & Women’s Studies, Geography, History, International Studies Programs, Linguistics, Political Science , Political Economy, Psychology)",Female,White,In state student,Democratic Party
