StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16 
2020-10-23 12:13:36,2020-10-23 12:15:18,IP Address,100,102,True,2020-10-23 12:15:18,R_3mZRGoob5jVcXpg,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",4-6,Decreased,Decreased,Not changed,Decreased,No change,White,Male,College of Natural Resources,Junior,Yes,In Berkeley/Co-ops
2020-10-23 12:13:56,2020-10-23 12:15:18,IP Address,100,82,True,2020-10-23 12:15:18,R_vJobfuERgyidg0V,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Increased,Decreased,Decreased,Decreased,"No, I use them significantly less",White,Male,College of Natural Resources,5th year or higher,Yes,In California with peers or alone
2020-10-23 12:13:44,2020-10-23 12:15:20,IP Address,100,96,True,2020-10-23 12:15:20,R_2WT2wuix8PsrYZL,anonymous,EN,I consent to participate in this survey.,"No, significantly less","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,Yes,In California with family
2020-10-23 12:13:36,2020-10-23 12:15:20,IP Address,100,104,True,2020-10-23 12:15:20,R_1KewfxFxmKzCwia,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Decreased,Not changed,Decreased,Increased,"No, I use them significantly less",White,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:13:49,2020-10-23 12:15:21,IP Address,100,92,True,2020-10-23 12:15:22,R_UsuT7eCj4JtrSQF,anonymous,EN,I consent to participate in this survey.,,"Yes, slightly more",0,Not changed,Decreased,Not changed,Not changed,No change,Chicanx/Latinx,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 12:14:21,2020-10-23 12:15:22,IP Address,100,60,True,2020-10-23 12:15:22,R_3P6HSywdU8TI1Qb,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Decreased,Increased,No change,Asian American,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Senior,No,Outside California with family
2020-10-23 12:13:43,2020-10-23 12:15:22,IP Address,100,99,True,2020-10-23 12:15:22,R_2R2hG46YA2cedcQ,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Not changed,Not changed,Increased,No change,Asian American,Female,L&S Undeclared/Undecided on Major,Freshman,No,Outside California with family
2020-10-23 12:14:35,2020-10-23 12:15:23,IP Address,100,47,True,2020-10-23 12:15:23,R_21d3GGTXPUNRh6p,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Decreased,Decreased,Increased,No change,Asian American,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Freshman,No,In California with family
2020-10-23 12:14:22,2020-10-23 12:15:24,IP Address,100,61,True,2020-10-23 12:15:24,R_3GqPVZfj81foi5N,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",1-3,Decreased,Decreased,Decreased,Decreased,No change,Asian American,Male,"L&S Administered Programs (e.g., Social welfare, Public Health, Legal Studies, Computer Science)",Sophomore,No,Outside California with family
2020-10-23 12:13:32,2020-10-23 12:15:24,IP Address,100,112,True,2020-10-23 12:15:25,R_AaFhkZszQTwWrtL,anonymous,EN,I consent to participate in this survey.,No change,"No, significantly less",1-3,Decreased,Decreased,Decreased,Increased,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:44,2020-10-23 12:15:25,IP Address,100,101,True,2020-10-23 12:15:25,R_23a87xG5u5FH3FN,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Decreased,Not changed,Not changed,Increased,"No, I use them significantly less",White,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Sophomore,Yes,In California with peers or alone
2020-10-23 12:13:35,2020-10-23 12:15:26,IP Address,100,110,True,2020-10-23 12:15:26,R_11YrNdQCDFOP3O0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",0,Decreased,Increased,Not changed,Increased,No change,White,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:00,2020-10-23 12:15:26,IP Address,100,85,True,2020-10-23 12:15:26,R_2diEExPMMUDYYBA,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Increased,Decreased,Not changed,Not changed,No change,Asian American,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:51,2020-10-23 12:15:26,IP Address,100,95,True,2020-10-23 12:15:27,R_2YffgynfS5WPST0,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Increased,Decreased,Decreased,Decreased,"Yes, I use them slightly more",White,Female,College of Natural Resources,Junior,No,Outside California with family
2020-10-23 12:13:36,2020-10-23 12:15:28,IP Address,100,112,True,2020-10-23 12:15:29,R_Cmn1RFcXO2cvGlH,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",1-3,Decreased,Not changed,Decreased,Increased,"Yes, I use them slightly more",Pacific Islander,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:50,2020-10-23 12:15:30,IP Address,100,99,True,2020-10-23 12:15:31,R_2ScsJxwTeDsoGpU,anonymous,EN,I consent to participate in this survey.,No change,"No, slightly less",0,Not changed,Not changed,Not changed,Not changed,No change,Chicanx/Latinx,Female,College of Engineering,Sophomore,No,In California with family
2020-10-23 12:14:12,2020-10-23 12:15:31,IP Address,100,78,True,2020-10-23 12:15:31,R_C8ioBjzittFBby1,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Not changed,Not changed,Not changed,Increased,No change,Chicanx/Latinx,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:05,2020-10-23 12:15:32,IP Address,100,86,True,2020-10-23 12:15:32,R_1hJYJW1YRHWshxr,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Not changed,Decreased,Decreased,Increased,"No, I use them slightly less",Asian American,Female,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:43,2020-10-23 12:15:32,IP Address,100,48,True,2020-10-23 12:15:32,R_1X46AzdRLktpfH3,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",4-6,Increased,Not changed,Not changed,Not changed,No change,Chicanx/Latinx,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:39,2020-10-23 12:15:32,IP Address,100,113,True,2020-10-23 12:15:32,R_3dZdckr7Se80O95,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","No, slightly less",1-3,Decreased,Not changed,Decreased,Not changed,"No, I use them slightly less",Decline to State,Decline to state,College of Natural Resources,Freshman,No,Outside California with peers or alone
2020-10-23 12:13:59,2020-10-23 12:15:33,IP Address,100,93,True,2020-10-23 12:15:33,R_3gT4tPBTjpH97L8,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",0,Increased,Decreased,Not changed,Not changed,"No, I use them significantly less",White,Female,College of Natural Resources,Freshman,No,In California with peers or alone
2020-10-23 12:13:53,2020-10-23 12:15:33,IP Address,100,100,True,2020-10-23 12:15:33,R_2bNrMUAnCcQr8cu,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Decreased,Decreased,Decreased,Not changed,No change,White,Male,College of Natural Resources,Junior,No,In California with family
2020-10-23 12:13:36,2020-10-23 12:15:34,IP Address,100,117,True,2020-10-23 12:15:34,R_3Pb4Es05c52YiOm,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Not changed,Not changed,Not changed,Increased,"No, I use them slightly less",White,Female,College of Natural Resources,Junior,Yes,In California with peers or alone
2020-10-23 12:14:08,2020-10-23 12:15:34,IP Address,100,86,True,2020-10-23 12:15:35,R_1Lj5ROH3vo6dUVf,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Decreased,No change,Chicanx/Latinx,Male,"L&S Arts & Humanities Division (e.g., Art Practice, Rhetoric, French, Music)",Sophomore,No,In California with family
2020-10-23 12:14:01,2020-10-23 12:15:35,IP Address,100,93,True,2020-10-23 12:15:35,R_2cnZw1Bc833fP1f,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Not changed,No change,International student,Male,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 12:14:44,2020-10-23 12:15:35,IP Address,100,50,True,2020-10-23 12:15:35,R_3fjA93JB8m7acRE,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, slightly more",1-3,Decreased,Decreased,Decreased,Not changed,"No, I use them significantly less",White,Male,College of Chemistry,Freshman,No,In California with family
2020-10-23 12:13:37,2020-10-23 12:15:35,IP Address,100,118,True,2020-10-23 12:15:35,R_1CDSJAHJPQnfNYH,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, slightly less",0,Increased,Decreased,Not changed,Decreased,"Yes, I use them significantly more",Asian American,Female,College of Natural Resources,Sophomore,No,In California with family
2020-10-23 12:13:55,2020-10-23 12:15:35,IP Address,100,100,True,2020-10-23 12:15:36,R_wXaTOH6gtUyKFIR,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",0,Decreased,Not changed,Not changed,Not changed,"Yes, I use them slightly more",White,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:53,2020-10-23 12:15:35,IP Address,100,102,True,2020-10-23 12:15:36,R_urWNjvrbmDJlynf,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Not changed,Not changed,Not changed,Not changed,"Yes, I use them slightly more",Asian American,Female,College of Natural Resources,Freshman,No,Outside California with family
2020-10-23 12:13:55,2020-10-23 12:15:36,IP Address,100,101,True,2020-10-23 12:15:36,R_1f9gOiEFGsYGzfW,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","Yes, significantly more",0,Decreased,Decreased,Decreased,Increased,No change,White,Female,College of Natural Resources,Junior,Yes,In California with family
2020-10-23 12:14:03,2020-10-23 12:15:36,IP Address,100,93,True,2020-10-23 12:15:37,R_1exGofF9NGKFUFn,anonymous,EN,I consent to participate in this survey.,"No, significantly less","Yes, slightly more",1-3,Not changed,Decreased,Decreased,Decreased,"No, I use them slightly less",Asian American,Female,College of Engineering,Sophomore,No,In California with family
2020-10-23 12:14:36,2020-10-23 12:15:37,IP Address,100,60,True,2020-10-23 12:15:37,R_1F5K9pK4SI8h5xJ,anonymous,EN,I consent to participate in this survey.,No change,No change,0,Decreased,Not changed,Not changed,Not changed,No change,White,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:13:37,2020-10-23 12:15:38,IP Address,100,120,True,2020-10-23 12:15:38,R_3rHZNjQ03J1GsLh,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Not changed,Decreased,Increased,"Yes, I use them significantly more",White,Male,College of Natural Resources,Freshman,No,In Berkeley/Campus Housing
2020-10-23 12:14:30,2020-10-23 12:15:38,IP Address,100,68,True,2020-10-23 12:15:38,R_ysdgP1kFFOZZ6kp,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Decreased,Increased,Decreased,"Yes, I use them slightly more",International student,Nonbinary,College of Natural Resources,Junior,Yes,Outside California with peers or alone
2020-10-23 12:14:25,2020-10-23 12:15:38,IP Address,100,72,True,2020-10-23 12:15:39,R_28OPrSLczdFUnz6,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more","No, significantly less",0,Not changed,Decreased,Decreased,Decreased,"Yes, I use them significantly more",Asian American,Female,College of Natural Resources,Sophomore,No,In California with peers or alone
2020-10-23 12:13:51,2020-10-23 12:15:40,IP Address,100,109,True,2020-10-23 12:15:40,R_3szhMp6ylIgwqfP,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",1-3,Not changed,Decreased,Not changed,Decreased,No change,African American/Black,Male,"L&S Math & Phys Sciences Division (e.g., Astronomy, Earth and Planetary Sciences, Mathematics, Physics, Statistics)",Senior,No,In California with family
2020-10-23 12:14:13,2020-10-23 12:15:40,IP Address,100,86,True,2020-10-23 12:15:40,R_u1B7UvCkamzDqdH,anonymous,EN,I consent to participate in this survey.,No change,"Yes, slightly more",4-6,Decreased,Decreased,Not changed,Not changed,"No, I use them significantly less",White,Male,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:32,2020-10-23 12:15:40,IP Address,100,67,True,2020-10-23 12:15:40,R_3IbhexJtYCvhX1e,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, significantly more",1-3,Increased,Decreased,Decreased,Increased,"Yes, I use them significantly more",Chicanx/Latinx,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with family
2020-10-23 12:13:44,2020-10-23 12:15:42,IP Address,100,117,True,2020-10-23 12:15:42,R_3m3QdUyyNjP1ayC,anonymous,EN,I consent to participate in this survey.,"Yes, significantly more","Yes, slightly more",0,Not changed,Decreased,Decreased,Increased,No change,Asian American,Male,Haas School of Business,Junior,No,In California with peers or alone
2020-10-23 12:13:35,2020-10-23 12:15:43,IP Address,100,127,True,2020-10-23 12:15:43,R_1kNEm5Fjgj7fLjs,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,1-3,Increased,Not changed,Not changed,Increased,"No, I use them significantly less",White,Female,College of Natural Resources,Freshman,No,In California with family
2020-10-23 12:14:14,2020-10-23 12:15:43,IP Address,100,88,True,2020-10-23 12:15:43,R_wLDA5kz0DUGO42l,anonymous,EN,I consent to participate in this survey.,"Yes, slightly more",No change,0,Increased,Decreased,Decreased,Decreased,"No, I use them significantly less",Asian American,Female,"L&S Biological Sciences (e.g., Integrative Biology, Molecular & Cell Biology, Physical Education)",Junior,No,In California with family
